emp_no,salary
103763,87768
103803,94545
103917,92629
10413,63305
104198,54365
104204,67817
104360,60475
104410,45292
104426,49156
104503,76216
10486,98340
105241,87047
10571,77592
105736,48256
105864,65947
106335,58731
106346,46699
106584,77144
107166,50366
107668,94746
108151,78925
108203,71011
108278,77469
108283,70408
108923,56760
109539,63129
109559,63586
109598,87085
109779,47740
109995,65658
11043,59889
11060,57435
11065,78759
11208,92170
11574,48608
11638,95497
11682,72596
11820,63230
11901,96588
12272,75551
12515,68737
12784,53804
12894,85838
13158,74477
13392,90104
13498,50159
13676,85424
14077,59841
14156,91309
14189,86393
14357,75377
14414,84962
14821,53881
14920,57900
15280,81713
15325,93868
15522,43833
15863,61841
15920,55244
15966,45431
16353,81063
16863,61156
17026,97596
17069,99098
17400,55958
17408,91888
17636,72880
17681,96263
17722,61480
17885,59782
17938,96759
18010,86070
18923,65690
19131,76003
19180,75028
19483,78663
19524,62780
19526,89223
19628,89739
19746,42868
200039,97946
200274,81246
200287,98118
200427,47006
20067,50615
201070,60899
201083,44833
201155,53559
201227,62616
201232,61610
201459,70660
201838,94595
202144,63817
202300,93410
202345,63094
202949,72285
203491,95245
203496,69288
203661,50640
204303,44060
204443,68520
204736,66219
204743,86432
204991,47815
205108,46806
205194,86464
205280,64730
205647,90382
205725,62807
205812,64566
205840,69015
205859,54274
205924,80712
206228,98250
206254,50133
206714,71846
207184,86790
207381,63209
20759,40000
20786,65718
20798,53316
207985,80576
208196,72508
208484,50995
208765,75917
208798,70426
208934,84033
209383,51112
209612,64086
209641,84477
209746,61544
209942,95114
210058,62984
211059,51605
211159,72760
211346,78978
211461,40757
211585,85061
211812,99513
211895,62757
212120,66157
212140,49955
212637,90101
21308,60239
213387,92982
213434,57427
213587,70886
21409,82294
214139,58773
214467,69845
214470,65127
214637,99169
214644,57971
214933,83674
215071,95517
215265,77014
215834,81642
215989,74552
216059,99106
216953,65452
217439,57419
217556,57926
217699,49429
217851,55879
218335,71111
218453,68106
218545,73896
218658,54118
218696,79520
218888,67612
219018,65867
219325,51215
21933,71314
219467,48636
219496,40946
219532,90470
21987,61307
219973,97989
220029,69849
220053,89443
220131,68773
220276,87502
220691,57267
221064,74927
221462,59021
222094,60864
22250,60743
222810,53916
223085,52498
223474,70508
223521,87304
22384,92764
223962,99060
224005,81593
224172,75130
22418,75268
224403,59059
224438,96651
224440,74652
22468,59234
224763,60621
225296,85420
225747,78824
225797,70442
226042,68736
226645,67195
226691,69204
226815,99445
227064,61638
227122,65608
227289,67773
227706,55098
227896,56191
228010,68013
228193,76841
228326,78750
228436,82087
228747,74456
228849,87211
229002,53043
229003,99653
229081,68374
229140,68640
229150,80494
229165,98018
229510,81534
229750,57453
22986,55039
229893,98339
230037,54060
230163,98469
230228,40000
230647,61175
23085,98701
231123,82075
231158,91063
231165,99645
232130,89935
232398,53824
233052,72184
233222,85838
233595,88721
233625,96817
233820,74728
233861,81936
233885,48406
23448,75348
234656,59571
235089,69286
235118,87033
235168,54988
235295,94957
235317,99739
235435,44205
235440,64698
235537,71414
235553,66573
235726,62764
235731,74055
23596,60618
235986,66115
236269,62347
236593,58472
236939,48616
237302,55474
23741,72427
237553,99357
238241,40000
238295,87826
238576,86050
238614,43109
238671,65210
238789,59085
238809,74679
238895,68438
23892,71582
239016,60069
239338,97446
240283,40000
240363,55145
240549,76815
240651,73482
240673,59767
240758,86836
240879,69884
241420,86129
241696,72006
241851,76961
241866,91674
242394,72030
242712,69822
242840,40000
242928,64385
242987,70181
243068,92147
243105,49300
243418,63017
243419,114239
243612,46700
244218,48669
244421,67214
244634,50795
244974,54805
245026,74434
245301,79785
245744,63242
245997,70609
246089,76850
24610,49921
24620,65978
246415,89259
24647,66631
246631,55588
246673,78614
246678,90654
246837,74820
247114,73438
247460,99559
247495,87459
248055,63004
248367,46145
248641,68143
248645,56823
248680,66107
248689,62482
248941,72643
24909,84756
249449,68512
249495,58780
24953,43507
249541,59281
249689,59331
24976,96445
249805,85318
250012,62847
250027,75074
250116,81489
250117,83405
250220,64141
250574,68715
250875,42764
251033,62359
251173,95942
251470,91439
251612,99495
251834,52696
251927,44544
252222,49769
252665,62047
252920,64276
253431,59903
254465,43319
254815,97038
254962,68004
255044,99261
255148,74637
255209,54238
255404,55617
255660,67172
255697,53116
255742,75968
255829,51259
255940,99930
256018,60529
256167,75769
256727,80930
25679,62457
256824,46648
256949,44162
257409,52115
257539,85161
257626,68729
257826,62768
258079,55454
258681,80365
25908,71339
259191,97611
259304,49073
259385,79483
259415,87592
259742,71720
25992,80503
260207,42516
260210,48722
260260,84792
26028,85051
260435,48049
260448,66176
261689,59527
262237,99005
26225,63250
262568,75701
263136,65300
263185,70368
26320,54171
263211,60066
263380,99664
263475,49758
263750,65029
263791,53547
263993,55993
264161,52347
26426,68986
264349,90987
264385,66153
264480,87792
264590,55268
264629,58658
264747,70895
264798,74234
264943,63978
265105,62786
265164,49733
265425,47035
265558,98261
265593,99928
265728,57147
265801,55368
265846,98506
265964,64734
266179,61943
26621,60400
26627,84306
266455,61585
266479,64330
266516,49321
267218,70157
267716,94361
267963,91081
268109,58418
268110,89693
268344,76376
268424,47996
268657,69866
268760,68788
268821,72813
269101,45503
269178,60385
269191,45543
269410,121812
269751,61941
27036,50071
270536,58058
270927,41735
271028,58970
271052,77884
271431,72204
271647,79797
271790,98454
271969,78881
272445,69463
27255,81036
272744,90661
272777,53350
273201,79458
273299,45896
273344,61535
273683,75568
273684,53556
273840,76828
273877,71743
273931,80247
274099,60448
274175,56516
274588,66268
274749,50790
275002,57329
275327,97282
275522,92835
275527,57547
275569,48008
27568,49253
275766,70737
276003,66502
276015,58665
276311,64150
276346,97217
27641,53143
276634,68380
276648,78375
276665,76858
27667,68310
276766,77970
276976,54319
277251,92660
277280,79540
277361,56842
278024,98639
278112,99227
278384,64428
278594,59348
278626,81598
278953,61876
279044,47236
279067,46873
279092,55153
279335,79985
279413,67028
279514,70480
279628,86979
279982,98990
280296,67430
280313,58052
280988,93841
281042,79569
281054,68385
281400,63798
281544,77847
281773,76308
282053,57509
282268,61086
282378,63493
282899,73385
283029,59616
283279,65856
283479,61276
283550,50711
283637,66552
28374,80000
283916,55106
284128,86612
284313,71126
284602,85767
285007,84411
285304,98753
285809,59451
285824,85602
28589,98348
286109,62175
28644,99018
286577,67397
286742,68133
286799,85679
286869,87840
286878,97993
286998,75585
287034,62973
287072,63977
287088,59009
287174,59924
287194,66387
287429,98421
287642,46836
287848,57233
288030,64114
288317,99695
288625,76324
28893,63525
289043,40535
289176,45824
289300,49126
289411,98431
289680,46921
289772,48581
289815,66686
290006,80016
290133,60189
290281,51390
290481,81126
290823,59566
290992,56795
291045,54613
291087,61546
291094,73867
291207,48149
291216,81305
291221,43954
291272,74726
291303,79775
291309,70760
291745,44494
291753,81889
29180,82047
291831,63428
291983,52176
292198,97177
292220,53762
292323,56471
292430,51809
292484,59899
292605,73523
292650,79749
292675,98675
292835,96973
293381,71200
293413,62761
293564,54889
293601,56665
293892,41841
293896,99715
293913,85213
294231,63275
29430,62244
294644,99106
294689,77194
294829,88996
294921,70874
295236,72529
295323,91420
29551,83801
295650,62066
295828,75641
295926,71415
296114,94447
296147,65300
296297,61124
296352,99116
296491,49695
296510,48018
296512,63394
297004,56328
297325,75278
297386,72688
297758,83343
297781,87374
297821,92140
297848,67651
297860,46784
298058,79702
298122,42688
298475,55519
298511,58304
298671,74519
298738,80787
299004,79591
299150,47002
299439,49166
299440,75337
299493,69015
299847,82378
30091,96069
30426,41544
30565,40000
30584,82080
30837,63082
30946,66853
31031,64817
31130,98163
31173,99670
31278,66312
31476,79669
31534,99327
31762,96961
31845,65449
31974,55826
32061,66302
32317,53956
32334,69453
32342,72149
32588,65939
32686,91945
32700,49295
32824,68794
33032,81052
33114,72274
33137,79971
33207,54172
33250,57945
34179,69702
34805,77039
34939,87676
34945,75005
35128,60620
35651,68081
36255,69329
36323,53097
36472,56260
36546,85019
36594,54994
36688,52498
36924,73449
36942,85448
37770,62774
37803,43095
37894,88398
38048,95060
38062,65819
38076,82144
38166,83632
38169,46561
38306,108323
38653,49054
38705,60487
38850,41004
39090,63386
39158,71569
39574,91269
39861,65499
39888,53896
39995,91640
400004,96899
400181,47238
400314,52461
400377,69792
400507,89054
400560,51635
400596,53975
400628,40000
400657,46255
400712,81544
400825,85302
400974,65681
401092,71418
401700,97522
401735,61408
402307,62507
402383,62927
402477,50567
402576,64390
40259,83654
402599,53336
402611,65760
402687,98691
403313,48292
403482,73624
403570,76969
403578,57622
404032,57229
404188,68365
404547,66393
404920,58870
405094,48026
405325,41854
405390,57349
405666,67192
405673,46504
405693,73636
405743,41844
406152,61630
406184,68616
406226,77500
406467,73322
407098,95209
407371,94021
407379,45724
407387,75975
407941,47244
40830,86726
408362,62603
408770,96636
408798,93175
408822,69826
409037,42959
409069,75877
409298,81216
409851,43188
410008,78198
410014,51560
410016,87521
410643,73231
410948,91703
411013,77808
411250,80835
411398,84627
411402,91009
411501,40000
411507,68544
411612,59324
411666,42845
412144,65401
412175,54924
412190,45787
412294,78754
412351,96895
412371,99255
412757,41649
413529,51488
414184,84024
414303,60566
414314,68383
414657,58122
414760,48607
414952,58475
415089,95786
415153,44642
415370,58410
415515,70859
415562,56010
415594,47913
415698,81937
415781,41179
415997,129821
415998,99662
416130,97444
416170,41245
416195,50622
416474,67480
41650,96596
41700,73715
417151,65170
417251,76809
417473,56938
417811,81829
41784,53214
417953,51683
417970,77730
418247,78832
418358,56498
418528,79042
418571,61240
419072,84793
419165,73319
41925,66441
419625,74354
419976,87106
420269,42047
420332,52950
420539,70632
420612,67750
420644,83587
420893,64817
420945,79827
421016,55102
421107,91614
421131,97994
421254,52439
421409,50804
421518,40000
421540,99915
421658,91677
421782,83354
421880,93275
422053,56300
422800,55700
422869,53148
423166,55794
423248,97958
423290,56619
424088,64186
424274,57823
424338,66336
424802,67528
425091,74516
425541,93407
425642,54438
425659,68574
425817,69510
426329,44717
426367,75616
426442,48083
426514,57011
426560,58891
426959,99138
42714,71343
427192,120368
427387,53854
427450,93316
427472,95286
427502,44880
428026,48121
428165,61857
428441,68243
428940,72651
428955,60493
429201,59150
429272,59929
429709,40000
429944,47813
429945,96910
42995,80844
430256,75986
430665,40000
431126,56742
431158,93155
431167,72326
431438,54282
431590,67814
431592,79586
431802,74460
43183,84043
431923,94103
431946,98087
432161,98551
432259,73690
432584,96683
432791,53308
432792,99180
432829,66723
432905,53390
433491,49290
433991,53722
434402,68313
434436,72457
434922,60508
434979,57268
435279,79648
435659,56690
435799,98076
43603,70448
436218,48877
436307,76538
436379,64255
436413,57304
437422,72369
437477,48742
437615,52045
437707,66401
437822,45880
438063,53662
438204,76116
438282,93648
438497,71240
438561,53161
438829,83274
438895,55136
43891,98292
439025,62721
439228,50351
439282,63627
439462,71584
439641,57108
43970,96714
439846,52375
439945,50879
440231,78568
440345,54224
440391,76176
440516,59351
440935,99710
441080,81698
441194,88627
441876,60142
442062,58617
442063,57165
442201,68244
442216,61101
442909,75417
443059,74099
443217,67148
443404,97857
443856,96018
443989,68468
444314,96690
444323,65657
444339,53518
444554,95018
444630,99442
44479,55690
444864,83819
444979,67187
445184,66027
445310,66412
445349,56227
445562,106077
445735,77937
446021,43594
446096,45979
446419,99616
446733,40000
447091,76777
447233,68206
447336,53688
447562,59027
447672,49237
447681,77186
447823,81991
447907,92950
448204,68074
448341,76251
448525,82101
448562,50722
44909,44540
449307,82143
449722,64476
449899,55693
449953,80640
449972,49125
44999,77971
450300,76459
450470,71347
450769,43772
451068,78037
451090,80018
451316,99704
451448,50958
451769,73399
451935,59674
452162,86202
452439,88904
452584,56004
452608,65783
452792,86182
452866,54212
452889,82768
453078,73101
453307,63493
453380,40000
453446,56316
453493,70544
453723,75796
453853,98570
453890,48244
454305,60039
454370,68434
45438,52025
454421,91014
45450,57295
454747,69762
454796,59268
455157,93097
455264,95397
455269,65677
455638,65480
456168,62598
456173,65620
456628,68555
45688,67728
456919,64149
457136,53707
457231,96711
45728,70275
457467,59746
457951,68732
458015,91779
459125,85994
459484,45645
459619,69138
459811,85836
460005,66412
460194,82092
460266,54902
460346,97981
460372,76114
460400,65234
461087,53222
461233,90683
461326,58060
461558,97487
46164,86306
461766,54251
461923,49396
461944,53195
462186,99266
462239,66480
462406,77336
462923,71483
463368,67146
463553,85759
463570,99199
463610,97417
463709,68768
463742,99409
463840,62397
463846,98395
464161,92491
464220,73627
464643,56707
464721,55172
464983,55816
465523,64856
465647,84727
465786,67240
465893,62864
466257,58191
466405,71845
467061,72861
467515,94244
467725,94974
467922,59706
468012,72872
468129,66161
468328,62568
468498,50859
468597,42553
468785,80513
468801,67939
469505,96795
469564,50870
469595,63318
469694,52437
469706,55479
470266,51432
47042,59769
470550,47825
470672,71773
470987,71244
471297,57390
471762,74675
472022,75792
472116,82917
472252,52244
472411,63223
472420,44496
473056,77644
473176,67692
47375,87989
474056,92871
474114,55151
474738,58335
474780,63138
474976,45563
475336,70861
475373,71043
475388,98777
475450,72528
475463,75888
475527,54647
476176,89978
476267,61528
476277,52338
476522,58881
476801,58318
476908,53157
477217,70916
477505,97978
477641,45264
47770,92108
477711,59916
47776,89267
478155,64802
47818,50170
478532,73585
478645,76880
478856,68181
479142,57038
479344,43723
479511,70859
479566,96768
479647,79764
479739,83293
47979,55328
479790,75456
480292,70064
480615,99032
480810,59867
480824,60332
480935,62660
481388,47057
481436,93167
481694,65347
481730,73867
481762,59916
482015,80578
482246,59591
482277,60894
482691,87194
482708,76998
483194,71642
483215,78448
483409,68375
483617,50944
483703,91470
483877,71763
484073,92078
484231,61208
484683,99347
485086,66044
485192,68245
485278,51821
485490,90680
485531,61304
485642,63694
486146,56192
486519,65611
486716,60524
487332,87278
487608,63624
487757,97350
487842,99992
488070,54665
488102,72196
488145,56763
488165,66108
488243,58093
488250,47761
488308,73498
488333,64155
488446,82696
488533,45832
488625,42086
48870,67235
488778,90256
489220,76625
489222,76977
489314,48750
489625,95595
489800,75608
489889,88012
490127,79892
490218,63038
490453,52869
491339,74173
491410,98569
491466,90035
491480,48179
492873,92149
493421,86582
49373,61356
494064,69919
494103,85543
494116,65706
494166,41994
494211,86131
494713,47826
494815,82489
49500,69662
495054,81774
495576,98167
495666,58696
495772,99171
495842,62402
49600,67540
